movie_name,year,genres,rating
Parallel: Genesis,,"Mystery, Sci-Fi, Thriller",
Bameul beotgineun dokjangmi,1985,"Action, Drama, Mystery",
CME: That's Why We Bring Dogs,2014,"Adventure, Biography, Mystery",
49ilui namja,1994,"Mystery, Thriller",
Das Parfüm der Mrs. Worrington,1925,"Action, Crime, Mystery",
Teufelchen,1915,"Drama, Mystery",
The Guilt II,2018,"Crime, Mystery",
Sergeyev ishchet Sergeyeva,1974,"Comedy, Mystery",5.5
DristiBhram,2015,"Drama, Mystery, Romance",7.7
Starvation Flats,,"Drama, Mystery, Thriller",
Prátelé Bermudského trojúhelníku,1987,"Comedy, Mystery, Sci-Fi",5.2
Love Without Question,1920,"Mystery, Crime, Horror",
Amheukgaui gongpo,1971,"Action, Mystery",
Fifty Candles,1921,Mystery,
Summer's Winter,2013,"Drama, Mystery, Thriller",
2084 Project,,"Adventure, Drama, Mystery",
Holmes & Watson: The Adventure of the Lost Soul,,Mystery,
Farewell Analog,2015,"Comedy, Drama, Mystery",6.6
The Arriviste,2011,"Comedy, Crime, Mystery",
Gaali,1944,"Drama, Mystery",
Extraña cita,1947,"Drama, Mystery",
Pieces of Osiris,2018,"Action, Crime, Mystery",
Death Tales,2011,"Action, Comedy, Mystery",
Extra Girl,1947,Mystery,
The Poltergeist Prince of London,,"History, Horror, Mystery",
Alp,2015,"Horror, Mystery, Thriller",
Base,2015,"Drama, Mystery, Sport",
Les mystères de l'ombre,1916,Mystery,
Numyeong,1974,"Crime, Mystery",
Satan Discovery: Indagini Su Misteri,2008,Mystery,
Viewfinder,,"Drama, Mystery, Sci-Fi",
Mangkak,1967,Mystery,
Een Donkere Reis,2019,Mystery,
Geu nali ol daeggaji,1968,"Mystery, Thriller",
Beasts of Paradise,1923,"Action, Adventure, Mystery",7.0
Oblivia,II,"Horror, Mystery, Thriller",
The Devil's Sandbox,II,"Crime, Horror, Mystery",
Do You Truss Me?,2013,"Horror, Mystery, Thriller",
Reinventors,,Mystery,
The Strange Case of Dr Jekyll and Mr Hyde,,Mystery,
Lamia,,"Horror, Mystery, Thriller",
A Man in the Land of Black Dream,2015,"Crime, Drama, Mystery",
Suburban Spies,2014,"Comedy, Mystery",
The Abductress,2014,"Comedy, Mystery",5.1
Kishibe-chou Kidan: Tanbou-hen,2012,"Crime, Horror, Mystery",
China Indiana Jones: Peking Human,,"Action, Adventure, Drama",
Keep an Eye on Your Soul,2016,Mystery,
Beyond Control,2016,"Drama, Fantasy, Mystery",
Curse,2010,Mystery,
Havana Syndrome,,"Drama, Mystery, Thriller",
Gairah Malam 2,1995,"Drama, Horror, Mystery",5.2
The Dark Girl,2023,Mystery,
The Twelvemile,2024,"Mystery, Thriller",
Jokari,2022,"Drama, Mystery, Sci-Fi",
Geronimo Stilton,,"Animation, Comedy, Crime",
While You Were Sleeping,2023,"Drama, Mystery",
The Watchers,2024,"Horror, Mystery, Thriller",
Dead in the Water,V,"Crime, Mystery, Thriller",
The Nabla,2023,"Horror, Mystery, Thriller",
Twisted Batman Theatre,1998,"Comedy, Crime, Mystery",
80 for Brady,2023,"Comedy, Drama, Sport",6.0
True Spirit,2023,"Adventure, Biography, Drama",6.8
Creed III,2023,"Drama, Sport",
Ford v Ferrari,2019,"Action, Biography, Drama",8.1
Rocky,1976,"Drama, Sport",8.1
Happy Gilmore,1996,"Comedy, Sport",7.0
White Men Can't Jump,2023,"Comedy, Drama, Sport",
Cars,2006,"Animation, Adventure, Comedy",7.2
Hustle,2022,"Comedy, Drama, Sport",7.3
Slap Shot,1977,"Comedy, Drama, Sport",7.3
The Swimmers,2022,"Biography, Drama, Sport",7.4
The Longest Yard,2005,"Comedy, Crime, Sport",6.4
Creed,2015,"Action, Drama, Sport",7.6
Moneyball,2011,"Biography, Drama, Sport",7.6
Jerry Maguire,1996,"Comedy, Drama, Romance",7.3
Big George Foreman: The Miraculous Story of the Once and Future Heavyweight Champion of the World,2023,"Biography, Drama, Sport",
She's the Man,2006,"Comedy, Romance, Sport",6.3
Warrior,2011,"Action, Drama, Sport",8.2
The Karate Kid,1984,"Action, Drama, Family",7.3
Creed II,2018,"Action, Drama, Sport",7.1
Talladega Nights: The Ballad of Ricky Bobby,2006,"Comedy, Sport",6.6
The Blind Side,2009,"Biography, Drama, Sport",7.6
Remember the Titans,2000,"Biography, Drama, Sport",7.8
Major League,1989,"Comedy, Sport",7.2
White Men Can't Jump,1992,"Comedy, Sport",6.8
42,2013,"Biography, Drama, Sport",7.5
Dodgeball: A True Underdog Story,2004,"Comedy, Sport",6.7
"I, Tonya",2017,"Biography, Comedy, Drama",7.5
A League of Their Own,1992,"Comedy, Drama, Sport",7.3
Molly's Game,2017,"Biography, Crime, Drama",7.4
Unbroken,2014,"Action, Biography, Drama",7.2
The Waterboy,1998,"Comedy, Sport",6.1
Rocky IV,1985,"Drama, Sport",6.8
Coach Carter,2005,"Biography, Drama, Sport",7.3
Rocky Balboa,2006,"Action, Drama, Sport",7.1
Champions,2023,"Comedy, Drama, Sport",
Kingpin,1996,"Comedy, Sport",6.9
Chariots of Fire,1981,"Biography, Drama, Sport",7.1
Rush,2013,"Action, Biography, Drama",8.1
The Wrestler,2008,"Drama, Sport",7.9
Bring It On,2000,"Comedy, Romance, Sport",6.1
The Sandlot,1993,"Comedy, Drama, Family",7.8
Million Dollar Baby,2004,"Drama, Sport",8.1
Raging Bull,1980,"Biography, Drama, Sport",8.2
Southpaw,2015,"Action, Crime, Drama",7.3
The Basketball Diaries,1995,"Biography, Crime, Drama",7.3
King Richard,2021,"Biography, Drama, Sport",7.5
The Longest Yard,1974,"Comedy, Crime, Drama",7.1
The Black Stallion,1979,"Adventure, Family, Sport",7.4
The Fighter,2010,"Action, Biography, Drama",7.8
Caddyshack,1980,"Comedy, Sport",7.2
Rocky V,1990,"Drama, Sport",5.3
Vision Quest,1985,"Drama, Romance, Sport",6.6
Point Break,2015,"Action, Adventure, Crime",5.3
Rocky III,1982,"Drama, Sport",6.8
The Replacements,2000,"Comedy, Sport",6.6
Home Team,2022,"Comedy, Sport",6.0
Waves,2019,"Drama, Romance, Sport",7.5
Ski School,1990,"Comedy, Sport",4.9
Space Jam: A New Legacy,2021,"Animation, Adventure, Comedy",4.5
Cars 2,2011,"Animation, Adventure, Comedy",6.2
Rocky II,1979,"Drama, Sport",7.3
The Karate Kid,2010,"Action, Drama, Family",6.2
Space Jam,1996,"Animation, Adventure, Comedy",6.5
Real Steel,2011,"Action, Drama, Sci-Fi",7.0
In from the Side,2022,"Drama, Sport",6.8
The Mighty Ducks,1992,"Comedy, Drama, Family",6.5
Varsity Blues,1999,"Comedy, Drama, Romance",6.5
Gran Turismo,2023,"Action, Adventure, Drama",
The Cannonball Run,1981,"Action, Comedy, Sport",6.2
Little Giants,1994,"Comedy, Family, Sport",6.4
Sous emprise,2022,"Drama, Romance, Sport",5.8
Lamborghini: The Man Behind the Legend,2022,"Biography, Drama, Sport",5.3
The Survivor,2021,"Biography, Drama, History",6.7
Fighting with My Family,2019,"Biography, Comedy, Drama",7.1
Cars 3,2017,"Animation, Adventure, Comedy",6.7
Uncle Drew,2018,"Comedy, Sport",5.7
Days of Thunder,1990,"Action, Drama, Sport",6.1
Nacho Libre,2006,"Comedy, Family, Sport",5.8
Any Given Sunday,1999,"Drama, Sport",6.9
17 Again,2009,"Comedy, Drama, Fantasy",6.4
Never Back Down,2008,"Action, Drama, Sport",6.5
Whip It,2009,"Drama, Sport",6.9
Foxcatcher,2014,"Biography, Drama, History",7.0
Back to School,1986,"Comedy, Romance, Sport",6.6
Cool Runnings,1993,"Adventure, Comedy, Family",7.0
The Prizefighter and the Lady,1933,"Comedy, Crime, Romance",6.3
Field of Dreams,1989,"Drama, Family, Fantasy",7.5
The Natural,1984,"Drama, Sport",7.4
Next Goal Wins,2023,"Comedy, Drama, Sport",
American Underdog,2021,"Biography, Drama, Sport",7.1
Rookie of the Year,1993,"Comedy, Family, Fantasy",6.1
Stick It,2006,"Comedy, Drama, Sport",6.3
Friday Night Lights,2004,"Action, Drama, Sport",7.2
Bloodsport,1988,"Action, Biography, Drama",6.8
Draft Day,2014,"Drama, Sport",6.8
The Art of Racing in the Rain,2019,"Comedy, Drama, Romance",7.5
Soul Surfer,2011,"Biography, Drama, Family",7.0
Goon,2011,"Comedy, Drama, Sport",6.8
Hooligans,2005,"Crime, Drama, Sport",7.4
Blades of Glory,2006,"Comedy, Sport",6.3
Major League II,1994,"Comedy, Sport",5.6
The First Slam Dunk,2022,"Animation, Comedy, Drama",8.5
The Color of Money,1986,"Drama, Sport",7.0
The Karate Kid Part II,1986,"Action, Family, Sport",6.1
Surf's Up,2007,"Animation, Adventure, Comedy",6.7
Invincible,2006,"Biography, Drama, Sport",7.0
Ali,2001,"Biography, Drama, Sport",6.7
Rumble,2021,"Animation, Comedy, Family",5.9
The Karate Kid Part III,1989,"Action, Drama, Family",5.3
Eddie the Eagle,2015,"Adventure, Biography, Comedy",7.3
Miracle,2004,"Biography, Drama, History",7.4
Spy Kids 4: All the Time in the World,2011,"Action, Adventure, Comedy",3.5
Invictus,2009,"Action, Biography, Drama",7.3
Cinderella Man,2005,"Biography, Drama, Romance",8.0
Here Comes the Boom,2012,"Action, Comedy, Sport",6.4
Speed Racer,2008,"Action, Adventure, Comedy",6.0
Trouble with the Curve,2012,"Drama, Sport",6.8
The Game Plan,2007,"Comedy, Family, Sport",6.2
BASEketball,1998,"Comedy, Sport",6.5
Glory Road,2006,"Biography, Drama, Sport",7.2
Heavyweights,1995,"Comedy, Drama, Family",6.6
Rudy,1993,"Biography, Drama, Sport",7.5
The Last Dragon,1985,"Action, Comedy, Drama",6.8
Race,2016,"Biography, Drama, Sport",7.1
The Phantom of the Open,2021,"Comedy, Drama, Sport",7.0
Bull Durham,1988,"Comedy, Romance, Sport",7.0
Over the Top,1987,"Action, Drama, Sport",5.8
The Way Back,2020,"Drama, Sport",6.7
D2: The Mighty Ducks,1994,"Comedy, Drama, Family",6.1
The World's Fastest Indian,2005,"Biography, Drama, Sport",7.8
Concussion,2015,"Biography, Drama, Sport",7.1
Bend It Like Beckham,2002,"Comedy, Drama, Romance",6.7
Rollerball,1975,"Action, Sci-Fi, Sport",6.6
Seabiscuit,2003,"Drama, History, Sport",7.3
Hot Rod,2007,"Comedy, Sport",6.7
The Hustler,1961,"Drama, Sport",8.0
Sidekicks,1992,"Action, Adventure, Comedy",5.1
The Cutting Edge,1992,"Comedy, Drama, Romance",6.9
Turbo,2013,"Animation, Adventure, Comedy",6.4
Love & Basketball,2000,"Drama, Romance, Sport",7.2
The Ringer,2005,"Comedy, Sport",5.8
Dangal,2016,"Action, Biography, Drama",8.3
Planes,2013,"Animation, Adventure, Comedy",5.7
Death Race 2000,1975,"Action, Comedy, Sci-Fi",6.2
Out Cold,2001,"Comedy, Sport",6.2
Lords of Dogtown,2005,"Biography, Drama, Sport",7.1
Gridiron Gang,2006,"Biography, Crime, Drama",7.1
Kickboxer,1989,"Action, Sport, Thriller",6.4
Hard Ball,2001,"Comedy, Drama, Sport",6.4
The Bad News Bears,1976,"Comedy, Drama, Family",7.3
All the Right Moves,1983,"Drama, Romance, Sport",5.9
Hoosiers,1986,"Drama, Sport",7.4
Blue Crush,2002,"Drama, Romance, Sport",5.7
"McFarland, USA",2015,"Biography, Drama, Sport",7.4
Bleed for This,2016,"Biography, Drama, Sport",6.8
Youngblood,1986,"Drama, Romance, Sport",6.2
Lionheart,1990,"Action, Crime, Drama",6.2
Le grand bleu,1988,"Adventure, Drama, Sport",7.5
12 Mighty Orphans,2021,"History, Sport",6.9
Battle of the Sexes,2017,"Biography, Comedy, Drama",6.7
Driven,2001,"Action, Drama, Sport",4.6
Ice Castles,1978,"Drama, Romance, Sport",6.5
Angels in the Outfield,1994,"Comedy, Family, Fantasy",6.2
Fired Up!,2009,"Comedy, Sport",6.1
Heaven Can Wait,1978,"Comedy, Fantasy, Romance",6.9
Siu Lam juk kau,2001,"Action, Comedy, Fantasy",7.3
3 Ninjas,1992,"Action, Comedy, Family",5.3
He Got Game,1998,"Drama, Sport",6.9
Bacheha-Ye aseman,1997,"Drama, Family, Sport",8.2
Fantasy Football,2022,"Action, Comedy, Family",5.8
Ladybugs,1992,"Comedy, Sport",5.4
La caída,2022,"Drama, Sport",6.9
Bigger,2018,"Biography, Drama, Sport",6.4
Semi-Pro,2008,"Comedy, Sport",5.8
Radio,2003,"Biography, Drama, Sport",6.9
The Hurricane,1999,"Biography, Drama, Sport",7.6
Ski Patrol,1990,"Action, Comedy, Sport",5.1
The Wizard,1989,"Adventure, Comedy, Drama",6.0
Tin Cup,1996,"Comedy, Drama, Romance",6.4
Billy Lynn's Long Halftime Walk,2016,"Action, Drama, Sport",6.2
Victory,1981,"Drama, Sport, War",6.6
Airborne,1993,"Adventure, Comedy, Sport",6.2
The Bronze,2015,"Comedy, Drama, Sport",6.1
Wimbledon,2004,"Comedy, Romance, Sport",6.3
Hidalgo,2004,"Action, Adventure, Biography",6.7
Pawn Sacrifice,2014,"Biography, Drama, History",7.0
Grind,2003,"Adventure, Comedy, Sport",5.9
The Benchwarmers,2006,"Comedy, Sport",5.5
Like Mike,2002,"Comedy, Family, Fantasy",5.3
Challengers,2023,"Drama, Romance, Sport",
Searching for Bobby Fischer,1993,"Biography, Drama, Sport",7.4
Breaking Away,1979,"Comedy, Drama, Sport",7.7
Surf Ninjas,1993,"Action, Adventure, Comedy",5.0
Secretariat,2010,"Biography, Drama, Family",7.2
Ice Princess,2005,"Comedy, Drama, Family",6.0
Air Bud,1997,"Comedy, Drama, Family",5.3
The Miracle Season,2018,"Drama, Sport",6.5
The Great Race,1965,"Action, Adventure, Comedy",7.2
D3: The Mighty Ducks,1996,"Action, Comedy, Drama",5.4
Herbie Fully Loaded,2005,"Adventure, Comedy, Family",4.9
Hot Dog ...The Movie,1983,"Comedy, Romance, Sport",5.0
The Program,1993,"Action, Drama, Romance",6.4
For Love of the Game,1999,"Drama, Romance, Sport",6.6
Chalet Girl,2011,"Comedy, Romance, Sport",6.2
Shelter,2007,"Drama, Romance, Sport",7.7
We Are Marshall,2006,"Drama, Sport",7.0
Blood and Bone,2009,"Action, Crime, Drama",6.7
The Coldest Game,2019,"History, Sport, Thriller",6.2
Redline,2009,"Animation, Action, Sci-Fi",7.5
United,2011,"Drama, History, Sport",7.3
Lagaan: Once Upon a Time in India,2001,"Drama, Musical, Sport",8.1
Chasing Mavericks,2012,"Biography, Drama, Sport",7.1
The Next Karate Kid,1994,"Action, Drama, Family",4.5
Above the Rim,1994,"Crime, Drama, Sport",6.6
The Big Green,1995,"Comedy, Family, Sport",5.5
The Love Guru,2008,"Comedy, Romance, Sport",3.8
The Rookie,2002,"Drama, Family, Sport",6.9
The Boys in the Boat,,"Biography, Drama, Sport",
Above the Shadows,2019,"Drama, Fantasy, Romance",6.0
Rise,2022,"Biography, Drama, Sport",7.0
Run Fatboy Run,2007,"Comedy, Romance, Sport",6.5
Best of the Best,1989,"Action, Drama, Sport",6.4
Peaceful Warrior,2006,"Drama, Romance, Sport",7.2
Untitled Formula One/Joseph Kosinski Project,,Sport,
Poolhall Junkies,2002,"Comedy, Drama, Sport",6.8
Two for the Money,2005,"Crime, Drama, Sport",6.2
"Mystery, Alaska",1999,"Comedy, Drama, Sport",6.7
Cassandro,2023,"Biography, Drama, Sport",6.6
Hands of Stone,2016,"Biography, Drama, Sport",6.6
Undisputed,2002,"Action, Crime, Drama",6.1
Win Win,2011,"Comedy, Drama, Sport",7.1
Wildcats,1986,"Comedy, Sport",6.0
83,2021,"Biography, Drama, History",7.5
The Novice,2021,"Drama, Sport",6.5
A Prayer Before Dawn,2017,"Action, Biography, Crime",6.8
Necessary Roughness,1991,"Comedy, Sport",6.2
8 Seconds,1994,"Biography, Drama, Sport",6.5
Grand Prix,1966,"Drama, Sport",7.2
Tooth Fairy,2010,"Comedy, Family, Fantasy",5.0
Fighting,2009,"Action, Crime, Drama",5.5
Greater,2016,"Biography, Family, Sport",7.3
Baburu,2022,"Animation, Action, Adventure",6.3
Rad,1986,"Drama, Sport",6.7
The Love Bug,1968,"Comedy, Family, Sport",6.5
Dream Horse,2020,"Biography, Comedy, Drama",6.9
Goal!,2005,"Drama, Romance, Sport",6.7
Kicking & Screaming,2005,"Comedy, Family, Romance",5.6
The Damned United,2009,"Biography, Drama, Sport",7.5
The Power of One,1992,"Drama, Sport",7.1
The Bleeder,2016,"Biography, Drama, Sport",6.5
Goon: Last of the Enforcers,2017,"Comedy, Sport",5.8
Fever Pitch,2005,"Comedy, Drama, Romance",6.2
The Greatest Game Ever Played,2005,"Biography, Drama, Sport",7.4
Bad News Bears,2005,"Comedy, Sport",5.8
Personal Best,1982,"Drama, Sport",6.3
1UP,2022,"Comedy, Sport",3.2
Gladiator,1992,"Action, Drama, Sport",6.5
Pride,2007,"Drama, Sport",6.2
The Fan,1996,"Action, Drama, Sport",5.9
Million Dollar Arm,2014,"Biography, Drama, Sport",7.0
Snow Dogs,2002,"Adventure, Comedy, Family",5.2
Balls of Fury,2007,"Comedy, Crime, Sport",5.3
Summer Catch,2001,"Comedy, Drama, Romance",5.0
The Express,2008,"Biography, Drama, Sport",7.2
Playing for Keeps,2012,"Comedy, Romance, Sport",5.7
American Flyers,1985,"Drama, Sport",6.4
North Dallas Forty,1979,"Comedy, Drama, Sport",6.9
Facing the Giants,2006,"Drama, Fantasy, Sport",6.5
Trading Paint,2019,"Action, Drama, Sport",4.5
Rollerball,2002,"Action, Sci-Fi, Sport",3.1
Bruised,2020,"Drama, Sport",6.2
Early Man,2018,"Animation, Adventure, Comedy",6.1
The Legend of Bagger Vance,2000,"Drama, Fantasy, Sport",6.7
Queen of Katwe,2016,"Biography, Drama, Sport",7.4
North Hollywood,2021,"Comedy, Drama, Sport",5.9
Just Wright,2010,"Comedy, Romance, Sport",5.9
Trautmann,2018,"Biography, Drama, Romance",7.2
The Scout,1994,"Comedy, Drama, Sport",5.4
Hard Times,1975,"Crime, Drama, Sport",7.2
Les triplettes de Belleville,2003,"Animation, Adventure, Comedy",7.7
Chak De! India,2007,"Drama, Family, Sport",8.1
Handsome Devil,2016,"Comedy, Drama, Sport",7.0
Planes: Fire & Rescue,2014,"Animation, Adventure, Comedy",5.9
Little Big League,1994,"Comedy, Family, Sport",6.1
Gentleman Jim,1942,"Drama, Music, Romance",7.6
Grudge Match,2013,"Comedy, Drama, Sport",6.4
The Soccer Football Movie,2022,"Animation, Comedy, Family",3.1
Thunderstruck,2012,"Comedy, Family, Fantasy",5.1
Winning,1969,"Action, Drama, Sport",6.0
Blue Chips,1994,"Drama, Sport",6.2
Heart of Champions,2021,"Drama, Sport",5.8
Sweetwater,2023,"Drama, Sport",
Pelé: Birth of a Legend,2016,"Biography, Drama, Sport",7.1
The Football Factory,2004,"Crime, Drama, Sport",6.8
Breath,2017,"Adventure, Drama, Romance",6.7
The Bad News Bears in Breaking Training,1977,"Comedy, Family, Sport",5.6
Poms,2019,"Comedy, Drama, Sport",6.1
Rocco e i suoi fratelli,1960,"Crime, Drama, Sport",8.2
Downhill Racer,1969,"Drama, Sport",6.3
The Great White Hope,1970,"Drama, Romance, Sport",6.9
Anek,2022,"Action, Drama, Sport",6.5
Pumpkin,2002,"Comedy, Drama, Romance",6.1
One on One,1977,"Drama, Sport",6.5
Chick Fight,2020,"Action, Comedy, Drama",4.8
The Last Champion,2020,"Drama, Family, Sport",7.0
The Program,2015,"Biography, Drama, Sport",6.5
The Swimmer,2021,"Drama, Sport",5.7
Caddyshack II,1988,"Comedy, Sport",3.8
Jag är Zlatan,2021,"Biography, Drama, Sport",6.3
The Boxer,1997,"Drama, Romance, Sport",7.0
Spetters,1980,"Drama, Romance, Sport",6.6
Johnny Be Good,1988,"Comedy, Sport",4.6
Blue Mountain State: The Rise of Thadland,2016,"Comedy, Sport",5.7
The Swinging Cheerleaders,1974,"Comedy, Sport",5.1
Mean Machine,2001,"Comedy, Crime, Drama",6.4
6 Below: Miracle on the Mountain,2017,"Biography, Drama, Sport",5.7
Jersey,2022,"Drama, Sport",7.3
Supercross,2005,"Action, Drama, Romance",4.3
The Hill,2023,"Biography, Drama, Sport",
Forever Strong,2008,"Drama, Sport",7.1
Mistrz,2020,"Biography, Drama, History",6.7
Eight Men Out,1988,"Drama, History, Sport",7.2
Ready to Rumble,2000,"Comedy, Sport",5.3
Surf's Up 2: WaveMania,2016,"Animation, Adventure, Comedy",4.5
Six Pack,1982,"Comedy, Drama, Sport",5.9
Napola - Elite für den Führer,2004,"Drama, Sport, Thriller",7.4
Le sommet des dieux,2021,"Animation, Adventure, Drama",7.5
Woodlawn,2015,"Biography, Drama, History",6.4
Lean on Pete,2017,"Adventure, Drama, Sport",7.2
Borg McEnroe,2017,"Biography, Drama, Sport",6.9
No Holds Barred,1989,"Action, Sport",4.4
Racing Stripes,2005,"Adventure, Comedy, Drama",5.2
Sultan,2016,"Action, Drama, Sport",7.0
Gatta Kusthi,2022,"Comedy, Drama, Romance",6.5
The Champ,1979,"Drama, Sport",6.8
Le Mans,1971,"Action, Adventure, Drama",6.7
National Champions,2021,"Drama, Sport",5.7
The Set-Up,1949,"Crime, Film-Noir, Sport",7.8
Dreamer: Inspired by a True Story,2005,"Drama, Family, Sport",6.8
Across the Tracks,1990,"Drama, Sport",5.7
Sein letztes Rennen,2013,"Comedy, Drama, Sport",7.1
Speed Zone,1989,"Action, Comedy, Sport",4.4
Blue Juice,1995,"Comedy, Drama, Romance",5.1
Big Wednesday,1978,"Drama, Sport",7.1
Campeones,2018,"Comedy, Drama, Family",7.2
Leatherheads,2008,"Comedy, Drama, Romance",6.0
Love Ranch,2010,"Biography, Comedy, Drama",5.6
Viharsarok,2014,"Drama, Romance, Sport",6.9
Safety,2020,"Biography, Drama, Sport",6.8
Kickboxer: Vengeance,2016,"Action, Crime, Drama",4.8
Fever Pitch,1997,"Comedy, Drama, Romance",6.7
Mario,2018,"Drama, Romance, Sport",7.4
Semi-Tough,1977,"Comedy, Romance, Sport",5.9
The Absent Minded Professor,1961,"Comedy, Family, Sci-Fi",6.7
Aspen Extreme,1993,"Drama, Romance, Sport",6.0
Cuban Fury,2014,"Comedy, Romance, Sport",6.2
Float Like a Butterfly,2018,"Drama, History, Sport",5.9
Overcomer,2019,"Drama, Family, Sport",6.6
Indian Horse,2017,"Drama, Sport",7.3
High Flying Bird,2019,"Drama, Sport",6.2
M.S. Dhoni: The Untold Story,2016,"Biography, Drama, Sport",7.9
Loud as Lions,2023,"Drama, Sport",
Without Limits,1998,"Biography, Drama, Sport",7.2
Liger,2022,"Action, Drama, Romance",2.8
The Harder They Fall,1956,"Drama, Film-Noir, Sport",7.5
